web_scraper_order,web_scraper_start_url,title,review,rating,likes,dislikes
"1768461327-123","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","An Experience More Than a Film","An Experience More Than a Film
Watching Haq felt less like seeing a movie and more like witnessing life unfold. The characters breathe, think, and hurt in real time. Yami Gautam's portrayal is mesmerizing, she makes courage look effortless. Emraan Hashmi adds quiet warmth to a story rooted in conflict. The pacing is deliberate, letting emotion settle naturally. It's an experience that touches the heart and lingers in the mind long after.","10","1","1"
"1768461327-124","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Honest Filmmaking at Its Finest","I love how the director doesn't chase big moments but lets truth reveal itself gradually. The story unfolds with rhythm and patience, like real life. Yami's transformation from hesitant wife to brave individual is remarkable. The camera work is intimate, letting us breathe with her. This is modern Indian cinema at its most mature.","10","1","1"
"1768461327-125","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Testament to Integrity in Cinema","Few films have the courage to stay true to themselves, and Haq is one of them. It never bends to please, it speaks from conviction. Yami Gautam delivers one of the most honest performances of her career, filled with conviction and pain. Emraan Hashmi's sincerity shines through every frame. The direction is crisp yet emotional, a rare balance. Haq reminds us that integrity in art still exists.","10","1","1"
"1768461327-126","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","When Cinema Feels Like Real Life","There were moments in Haq that felt almost too real to watch. The emotions, the silences, the unspoken tension in the courtroom - it all felt drawn from life, not fiction. The director's choice to avoid melodrama pays off beautifully. Yami carries the film with grace and empathy, and Emraan's understated performance gives it emotional balance. I especially loved how the film leaves space for thought instead of spoon-feeding conclusions. It's a mature and deeply moving piece of cinema.","10","1","1"
"1768461327-127","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Poignant Reminder of Humanity","At its core, Haq is about what it means to be human - flawed, compassionate, resilient. Yami Gautam delivers an unforgettable performance, dignified and raw at once. Emraan Hashmi brings a warmth that softens even the harshest moments. The direction stays true to reality, avoiding dramatics. It's a poignant reminder that empathy is the strongest form of courage.","10","1","1"
"1768461327-128","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Honest Cinema That Speaks to the Heart","Honest Cinema That Speaks to the Heart
There's nothing artificial about Haq. It's raw, real, and deeply moving. Yami Gautam brings humanity to every scene, making Shazia a symbol of quiet resilience. Emraan Hashmi's journey feels deeply felt, his presence steady and sincere. The script never wastes a word, every moment feels earned. This is honest cinema, made not for applause but for understanding.","10","1","1"
"1768461327-129","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Movie Review: HAQ - A Powerful Story on Triple Talaq & Women's Rights","I just watched Haq and I'm still thinking about it. The film brilliantly captures the painful reality of women who suffer because of the misuse of triple talaq in society. It's emotional, bold, and thought-provoking from start to finish.

Emraan Hashmi delivers one of his finest performances-raw, controlled, and deeply impactful, and yes it is truly said by Aryan Khan ""Saare Actors ki Movie ek taraf aur Emraan Hashmi ki Movie ek taraf"". Yami Gautam is outstanding as always; her expressions and intensity make you feel every moment of her struggle. Their chemistry and acting elevate the entire narrative.

The film not only exposes exploitation but also encourages discussion about justice, dignity, and equality for women. The direction, dialogues, and storytelling are strong, making Haq a must-watch for anyone who believes in social change.

⭐ My Rating: 4.5/5
If you haven't watched it yet, do check it out. It's more than a movie-it's a message.","10","1","1"
"1768461327-130","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Story That Needed to Be Told","Haq brings to light a story that has lived in whispers for decades. The film never glorifies pain, but it honors it with sincerity. The direction captures the tension between faith and freedom with elegance. Every argument in court feels like a metaphor for something deeper - identity, respect, belonging. Yami's portrayal of Shazia is unforgettable; she doesn't just perform, she embodies resilience. Watching her reclaim her dignity is both heartbreaking and inspiring.","10","1","1"
"1768461327-131","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Emotion That Feels Earned","Emotion That Feels Earned
Too many films today confuse volume with emotion, but Haq understands restraint. Every tear, every silence feels earned. Yami Gautam gives a performance of rare maturity, never once stepping out of truth. Emraan Hashmi is equally compelling, finding subtlety in every pause. The writing feels deeply personal, the kind that could only come from empathy. It's a masterclass in how sincerity can move mountains.","10","1","1"
"1768461327-132","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","The Soul of Real Cinema","In a time when loud commercial movies dominate, Haq is a reminder of what real cinema feels like. Every scene serves a purpose, every emotion rings true. The film moves with a quiet rhythm that feels almost spiritual. The supporting cast is terrific, especially in how they embody everyday people caught in big questions. The writing respects both law and faith, which is incredibly difficult to balance. When the end credits rolled, I found myself just sitting there, unable to move, overwhelmed by what I'd witnessed.","10","1","1"
"1768461327-133","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Graceful, Honest, and Moving","There's a grace in Haq that's impossible to ignore. The story unfolds slowly, but every moment feels earned. Yami Gautam carries the film effortlessly, her expressions layered with honesty. Emraan Hashmi's performance is gentle yet powerful, grounding the narrative with quiet conviction. The dialogues feel real, drawn from life. It's a film that moves you gently but profoundly.","10","1","1"
"1768461327-134","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Deeply Thoughtful and Emotionally Rich","This film made me think long after it ended. The way it explores faith, law, and gender is deeply thoughtful, but it never feels like a lecture. It's human to the core. Yami's Shazia becomes a symbol of grace under fire, and Emraan's conflicted presence adds complexity rather than confrontation. The visuals are beautifully understated, using light and space to mirror emotion. Every element feels carefully considered and honestly earned. Haq is storytelling at its purest.","10","1","1"
"1768461327-135","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Stunning Performances, Deep Impact","Stunning Performances, Deep Impact
From start to finish, Haq feels alive with emotion. Yami Gautam delivers one of the most heartfelt performances of her career. Her control over expression, her timing, everything feels real. Emraan Hashmi is equally brilliant, his subtle intensity giving the story its emotional backbone. The film never preaches, it simply shows life as it is - imperfect yet full of hope.","10","1","1"
"1768461327-136","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Quiet Masterpiece","A Quiet Masterpiece
There's something incredibly graceful about Haq. It doesn't rush or force anything, it unfolds naturally. Yami Gautam gives a performance that feels like poetry in motion, restrained but deeply affecting. Emraan Hashmi matches her rhythm with sincerity and control. The direction is elegant, never losing sight of the story's emotional truth. It's a quiet masterpiece that stays with you long after the credits roll.","10","1","1"
"1768461327-137","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Strength in Silence","The most powerful moments in Haq are its quietest ones. Yami Gautam's stillness carries a thousand unspoken words. Her performance is so controlled, yet deeply affecting. Emraan Hashmi mirrors that subtle power, his calm presence adding weight to each scene. The story unfolds patiently, rewarding you with depth rather than drama. This film shows that silence can be stronger than speech.","10","1","1"
"1768461327-138","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","This is a reality check","Haq is a gripping, thought-provoking film that blends emotion with realism. Strong performances and grounded storytelling keep it engaging, while its message about dignity, justice, and human struggle lingers long after the credits roll. Worth watching. Haq feels raw and sincere, telling its story without unnecessary drama. The emotions come across naturally, and the film leaves you reflecting on fairness, courage, and everyday struggles long after it ends. Great!!","10","1","1"
"1768461327-139","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Cinema with a Conscience","Cinema with a Conscience
In today's world of noise and spectacle, Haq is a breath of sincerity. It's not about being flashy, it's about being truthful. Yami Gautam leads with quiet power, showing how silence can be stronger than speech. Emraan Hashmi's presence adds depth and balance, his emotions real and relatable. The narrative stays grounded, guided by empathy and integrity. It's cinema with a conscience, the kind that earns your respect.","10","1","1"
"1768461327-140","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Graceful, Honest, and Deeply Human Few films today manage to be both","Graceful and hard-hitting - Haq is one of them. It treats its subject with compassion but never avoids the truth. Yami Gautam delivers an incredibly nuanced performance, making every scene feel alive with quiet resistance. Emraan Hashmi's evolution throughout the film feels organic and believable. The direction captures vulnerability without exploitation. It's cinema rooted in empathy, and it's absolutely beautiful.","10","1","1"
"1768461327-141","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Layers of Emotion and Humanity","There's so much beneath the surface of Haq that one viewing doesn't feel enough. The script operates on multiple levels - legal, personal, spiritual - and ties them all together beautifully. Yami's portrayal of Shazia is layered with vulnerability and fire; it's impossible not to feel her journey. Emraan plays his part with quiet tension, showing both guilt and compassion. The direction keeps everything balanced and emotionally raw. It's not just a movie, it's a mirror to society's conscience.","10","1","1"
"1768461327-142","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Emotionally Intelligent and Deeply Human","What impressed me most was the emotional intelligence behind every creative choice. Instead of making the audience feel pity, the film evokes empathy. You don't watch Shazia as a victim; you experience her as a woman reclaiming agency. The dialogues are sharp but never preachy, filled with layered meaning. The cinematography frames her world with intimacy, showing how confined spaces can hold enormous emotion. It's the kind of film that grows on you long after it ends.","10","1","1"
"1768461327-143","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Emotion Without Excess","One of the hardest things in cinema is to evoke emotion without excess - Haq achieves it flawlessly. The film feels restrained yet deeply affecting, subtle yet unforgettable. Yami Gautam gives a performance that feels lived-in, full of quiet determination. Emraan Hashmi's layered portrayal adds dimension to every moral conflict. The writing, direction, and cinematography all serve the story, never overshadowing it. It's art made with heart and humility.","10","1","1"
"1768461327-144","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Film That Touches the Soul","Haq feels like a heartfelt letter written to anyone who has ever struggled with truth. Yami Gautam gives a soul-stirring performance, filled with strength and quiet sorrow. Emraan Hashmi's portrayal brings a deep humanity to the story, his subtle shifts in expression saying more than words. The film's pace allows you to breathe and feel every emotion. It's not just cinema, it's a spiritual experience of empathy and grace.","10","1","1"
"1768461327-145","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Deeply Personal and Emotionally True","Watching Haq feels like being let into someone's private truth. Yami Gautam's performance is astonishingly intimate, as if she's living every moment instead of acting it. Emraan Hashmi's grounded performance complements her honesty. The screenplay feels deeply researched, respectful, and heartfelt. It's a story that invites you to feel, to think, and to care - all at once.","10","1","1"
"1768461327-146","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Beautifully Honest and Deeply Human","Beautifully Honest and Deeply Human
What stands out most in Haq is its honesty. The film doesn't manipulate you; it trusts you to feel. Yami Gautam's eyes tell entire stories, her expressions layered with strength and pain. Emraan Hashmi's transformation feels authentic, making his character one of quiet redemption. The direction is gentle, yet full of conviction. It's a rare piece of cinema that feels both intimate and universal.","10","1","1"
"1768461327-147","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Realism Done Right","This is the kind of movie that doesn't rely on background music or forced tension to keep you invested. Instead, it trusts the audience to feel the emotions organically. The production design is detailed but not distracting, capturing the era and the social climate perfectly. Every supporting performance feels essential, not ornamental. By the time the verdict arrives, you realize you've been holding your breath. Haq reminds you why truth, when told well, is the most powerful narrative of all.","10","1","1"
"1768461327-148","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Every Word Matters","The dialogues in Haq are some of the most meaningful I've heard in recent cinema. They don't sound like lines - they sound like lived experience. The courtroom sequences are beautifully constructed, full of emotional tension but grounded in realism. Yami's delivery gives each line a heartbeat, and Emraan's quiet responses make every exchange feel alive. Even the silences carry weight. It's a film that proves words, when used truthfully, can change hearts.","10","1","1"
"1768461327-149","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Story That Demands to Be Felt","A Story That Demands to Be Felt
There are films you watch, and then there are films you feel - Haq belongs to the second kind. It's written with empathy, directed with care, and performed with rare conviction. Yami Gautam gives one of her most heartfelt portrayals, full of strength and fragility. Emraan Hashmi delivers quiet brilliance, his restraint adding weight to every scene. It's not loud, it's not flashy, it's deeply human.","10","1","1"
"1768461327-150","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Rare Film That Listens","What makes Haq truly special is that it listens - to its characters, to the silences between words, and to the audience's intelligence. It doesn't shout for attention or try to manipulate emotion. Instead, it unfolds like a quiet confession, honest and deeply human. Yami Gautam's performance is breathtaking; she doesn't act the role, she inhabits it. Emraan Hashmi's restrained portrayal perfectly complements her strength. Every frame seems to carry weight and purpose. It's the kind of film that changes the way you think about courage.","10","1","1"
"1768461327-151","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Rare Balance of Sensitivity and Strength","A Rare Balance of Sensitivity and Strength
Few films manage to be sensitive and strong at the same time, but Haq achieves it effortlessly. Yami Gautam's portrayal is raw yet composed, filled with a rare emotional intelligence. Emraan Hashmi brings sincerity to his character, portraying moral conflict with subtle precision. The writing feels deeply researched and humane. It's a film that doesn't just tell a story - it honors it.","10","1","1"
"1768461327-152","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","The Power of Understatement","Not many films dare to be understated, but Haq proves how powerful it can be. The storytelling is simple, yet it hits you deeply. Yami Gautam embodies her role with poise and precision, never overstating emotion. Emraan Hashmi's subtle expressions speak volumes. The film's emotional control is its greatest strength. It's the kind of cinema that earns silence, not applause, at the end.","10","1","1"
"1768461327-153","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Film That Breathes Humanity","Few movies today breathe the way Haq does. It allows space for thought, silence, and emotion to coexist. Yami Gautam delivers a performance of great empathy and grace. Emraan Hashmi supports her beautifully, giving humanity to every line he delivers. The cinematography feels organic, the world believable. It's a simple yet profound reminder of the beauty of sincerity.","10","1","1"
"1768461327-154","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Grace, Grit, and Greatness","I found myself deeply moved by how gracefully Haq handles such complex themes. It never talks down to the audience; it invites you to think and feel. The pacing is deliberate, almost meditative, and that gives weight to every emotion. Yami proves again that she is one of the finest actors working today, while Emraan gives perhaps his most mature performance. The direction deserves special praise for never resorting to melodrama. This is brave, beautiful filmmaking at its best.","10","1","1"
"1768461327-155","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Real Characters, Real Stories","What makes Haq special is its realism. The people feel real, their choices understandable, their pain relatable. Yami Gautam shines, portraying both strength and exhaustion with honesty. Emraan Hashmi gives one of his most humane performances, deeply grounded and believable. The film avoids clichés, choosing subtlety over spectacle. It's storytelling that respects both its subject and its audience.","10","1","1"
"1768461327-156","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Heartfelt and Courageous Storytelling","Heartfelt and Courageous Storytelling
Haq stands tall because it dares to be honest. It doesn't chase commercial appeal, it seeks emotional truth. Yami Gautam is absolutely remarkable, breathing life into a character caught between vulnerability and strength. Emraan Hashmi gives a performance that's deeply human, neither black nor white. The film's courage lies in its simplicity, and that's what makes it unforgettable.","10","1","1"
"1768461327-157","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","The Kind of Cinema We Need More Of","Watching Haq reminded me of why I fell in love with cinema in the first place. It's storytelling that feels pure - driven by emotion, not ego. The film handles complex themes with maturity and grace, never simplifying them for comfort. Yami Gautam gives a performance that's both fierce and fragile, making you root for her from the start. Emraan Hashmi's understated presence adds balance and realism. It's not just a film, it's a quiet revolution in empathy.","10","1","1"
"1768461327-158","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Poem in Motion","A Poem in Motion
Haq unfolds like a poem, every line filled with meaning, every pause intentional. Yami Gautam performs with poetry in her expressions, creating a symphony of quiet strength. Emraan Hashmi complements her beautifully, his calm demeanor anchoring the story. The cinematography feels like brushstrokes on canvas, soft yet powerful. By the end, you don't just remember the film, you feel like you've lived inside it.","10","1","1"
"1768461327-159","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Beautiful Reflection of Real Life","A Beautiful Reflection of Real Life
Haq feels like a reflection rather than a performance. The emotions are so genuine that it's easy to forget you're watching actors. Yami Gautam's portrayal of Shazia is deeply compassionate and moving. Emraan Hashmi brings subtle strength to his role, revealing his character's layers with care. The direction avoids clichés, letting truth be the driving force. It's a film that mirrors the world as it should be seen, with empathy.","10","1","1"
"1768461327-160","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Emotion That Feels Lived, Not Performed","Every frame of Haq feels authentic, as though the actors aren't performing but living those moments. Yami Gautam's ability to communicate deep emotion through silence is unmatched. Emraan Hashmi's restraint adds depth, his eyes revealing more than words could. The writing is compassionate, treating its characters with dignity. This is cinema that moves you without ever trying to.","10","1","1"
"1768461327-161","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Testament to Thoughtful Filmmaking","Haq is proof that storytelling still matters. Every element of the film, from the performances to the writing, feels intentional and thoughtful. Yami Gautam's Shazia carries both grace and fire, making you feel every ounce of her struggle. Emraan Hashmi delivers a performance full of nuance and empathy. The film's pace is patient, letting you sit with the truth instead of rushing through it. It's intelligent, heartfelt cinema at its best.","10","1","1"
"1768461327-162","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","When Truth Finds Its Voice","When Truth Finds Its Voice
Haq is about finding your voice when silence becomes unbearable. It tells this journey with sensitivity and grace. Yami Gautam is outstanding, portraying Shazia with restraint and fire in equal measure. Emraan Hashmi's performance complements hers, full of compassion and honesty. The film's direction never wavers, always rooted in truth. It's storytelling at its purest - sincere, emotional, and unforgettable.","10","1","1"
"1768461327-163","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Rare Emotional Honesty","A Rare Emotional Honesty
Haq connects because it never hides behind dramatics. The emotions are genuine, the storytelling effortless. Yami Gautam delivers a performance filled with quiet honesty, every gesture and pause feels real. Emraan Hashmi supports her beautifully, portraying moral struggle with dignity. The cinematography is simple yet powerful, giving space for emotion to breathe. It's rare to find such truth in cinema today, and Haq offers it in abundance.","10","1","1"
"1768461327-164","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Emotionally Intelligent and Beautifully Crafted","Haq is a thinking person's film. It trusts the audience's intelligence and emotional depth. Yami Gautam is simply extraordinary, balancing grace and grit with seamless ease. Emraan Hashmi's role is played with controlled brilliance, subtle yet unforgettable. The direction captures the tension between faith and justice without sensationalism. It's cinema that respects your heart and mind equally.","10","1","1"
"1768461327-165","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","2025 best","","10","1","1"
"1768461327-166","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Power in Simplicity","There's something incredibly moving about how simple Haq feels on the surface and how profound it becomes underneath. The dialogue, the framing, the silences - everything feels deliberate yet natural. Yami Gautam transforms restraint into power; she says more with her eyes than others could with monologues. Emraan Hashmi delivers his best performance in years, full of control and compassion. It's cinema that trusts intelligence over spectacle, and that's what makes it unforgettable.","10","1","1"
"1768461327-167","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Bold Yet Balanced Storytelling","Few films have the courage to take on sensitive issues without falling into the trap of one-sidedness. Haq does it with intelligence and fairness. The writing neither panders nor provokes; it simply tells a human story. Yami's performance is extraordinary - calm, emotional, unbreakable. Emraan brings an unexpected tenderness to a role that could have been cold. The film is visually understated, emotionally rich, and morally resonant. A quiet triumph.","10","1","1"
"1768461327-168","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Masterpiece of Moderation","Haq proves that less truly can be more. The film's greatest strength is its restraint - in direction, performance, and emotion. The courtroom sequences feel alive, but never theatrical. Yami Gautam owns every frame, making Shazia's pain and power equally believable. Emraan delivers perhaps the most dignified performance of his career. There's integrity in every choice the film makes, and that integrity makes it unforgettable.","10","1","1"
"1768461327-169","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Must watch for truth","Haq is not a commercial entertainer - it's a serious, content-driven film that sheds light on a real issue. Those who enjoy true-story-based cinema will find it meaningful and thought-provoking. The film ends with the Supreme Court judgment, leaving the post-1985.congress oppose bano judgement because of Muslim vote.and Muslim mulla maulana declared her a betrayer,deciver. Kitna saha hoga bano or uske father n😌😌😌😔😥","10","0","0"
"1768461327-170","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","All in one","One the greatest cinematic story strong performance from imran sir and yami gautam . I want to say the words that mature story telling that is the case ,,, courtroom drama is at peak that is the one thing I'm pleased to see. Gender assertion is a sensetive topic but is available here this cinema .. good powerful movie one should see.","10","0","0"
"1768461327-171","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Outstanding movie","Watched. I got goosebumps brilliant acting by all. I felt so heartbroken watching HAQ. It really opened my eyes and gave me so many realizations about standing up for yourself. The way the story unfolds is just so powerful and it's honesty giving everything it needs to give. Bravo to the actors 🙌The script writer and cast did justice the Shah Bano's legacy.","10","0","0"
"1768461327-172","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Yami & Vishal Scores!! Must Watch!!","Loosely based on the powerful true story of Shah Bano, Haq is a cinematic triumph that excels across all departments.

Directed by Suparn Verma and penned by Reshu Nath, the film is beautifully executed, offering a seamless blend of poignant emotions and sharp dialogue.

Yami Gautam delivers an impeccable performance as Shazi Bano; she doesn't just act-she truly inhabits the character. Emraan Hashmi provides strong support, alongside notable turns by Danish Husain, Aseem Hattangady, Sheeba Chaddha, and Vartika Singh.

The soul of the film, however, lies in Vishal Mishra's background score and music.

It is truly unfortunate that such a well-reviewed film underperformed at the box office.

With a performance this commanding, Yami Gautam may very well be a frontrunner for the National Awards this year.","9","0","0"
"1768461327-173","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","One of the best movie I've ever seen","As a Muslim, I 100% agree with the message of this movie. Haq is a bold, honest, and much-needed film that speaks about truth, justice, and standing up for what is right without fear. It beautifully highlights how media narratives and social pressure can distort reality, and how important it is to question falsehood with courage and integrity.

Yami Gautam absolutely nailed it 👏. Her performance was intense, fearless, and deeply convincing. She carried the film with grace and strength, delivering every scene with powerful emotions and clarity. This is easily one of her finest performances to date.

The movie forces viewers to think beyond propaganda and stereotypes and encourages fairness, balance, and humanity. Whether you agree or disagree with the topic, Haq deserves to be watched for its strong storytelling, impactful performances, and honest message.

Highly recommended for anyone who believes in truth, justice, and freedom of thought.","10","0","0"
"1768461327-174","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Muslim law system","Real story. It's a must watch movie. I just loved it. Acting of lead actor n actress is amazing. Specially yami gautam nailed it. And the story of Hindustani muslim woman who stood for her rights n then for every Muslim women , is an inspiration to every woman to fight for their self-respect and for their indeed rights. Personally, I'm proud to say that Indian government took a very massive stand for every hindustani muslim women. Cheers to the government for taking such a bigggg step for Muslim women. Movie story has conveyed much more things which we should understand in depth n follow.","10","0","0"
"1768461327-175","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Powerful, Honest & Fearless Film - Yami Gautam at Her Absolute Best","Haq stands out as a rare film that combines strong storytelling with social responsibility. What truly elevates the movie is Yami Gautam's phenomenal performance controlled, dignified, and deeply impactful. Her dialogue delivery deserves special appreciation, especially the way she articulates sensitive arguments with clarity and conviction.

The film deserves credit for portraying Sharia law in its correct context, something that is often misunderstood and misrepresented. The narrative calmly but firmly addresses common misconceptions around Triple Talaq and the concept of having four wives, without sensationalism or bias. Instead of preaching, the film educates allowing facts, logic, and faith-based references to speak for themselves.

A standout aspect is how Yami delivers Quranic verses along with their meanings, making them accessible and relevant even to viewers unfamiliar with Islamic jurisprudence. Her performance never feels forced; she justifies every word with grace, intelligence, and emotional depth. This is not just acting-it is embodiment.

Kudos to the writer and director for handling such a sensitive subject with maturity, balance, and courage. The film neither vilifies nor glorifies but presents reality with nuance and respect.

Overall, Haq is a brave, thought-provoking film anchored by Yami Gautam's career-best performance. A must-watch for those who appreciate meaningful cinema that challenges stereotypes and encourages informed understanding.","10","0","0"
"1768461327-176","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Must watch!","Beautiful movie! Brilliant performance by Yami and Hashmi! Must watch!! Hats off to the actors and director for this so well crafted gem. Thourouly enjoyed. Loved it! All must go and watch this movie with family. Yami is superb such versatile actress . Movie is so lifelike due to actors and p rformanves.","10","0","0"
"1768461327-177","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Movie brought the knowledge of humans right","The movie has clearly shown how guys misuse the knowledge of a religion to protect themselves and how the society changes the words of god for their protection. The movie explained how everyone should know and believe the knowledge instead of blaming on their situation which they made up. The male character on this movie have shown millions of guys face who tries to satisfy their lust over their responsibilities, and they should be punished by the law. Brilliant acting by all!","10","0","0"
"1768461327-178","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Must watch movie","An excellent movie with a strong message. Excellent starcast and very powerful performances. Yami Gautam was outstanding as Shazia Bano and so was Emraan Hashmi as Shazia Bano's husband. A motivational movie for all women who fear facing challenges or who give up on their struggles half way. A very good example of success comes with a price.","10","0","0"
"1768461327-179","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Phenomenal performance! Amazing story!","After a very long time, we see an amazing film made! Emraan was amazing and Yami... wow what a performance!! I believe both of these actors are so underrated, I truly hope to see them getting more movies because they really deserve it and bring justice to cinema. The movie was absolutely incredible!!!","10","0","0"
"1768461327-180","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Handled a tough topic very well","The movie is a must watch for all the Indians. The movie excellently brings up a topic that is forbidden in bollywood. Brings up reality in a way that is not hurtful to anyone.

Yami gautam deserves awards for this role.

Imran Hashmi delivers a very mature acting.

This movie is a mirror to people who support radical ideas in the name of secular beliefs.","10","0","0"
"1768461327-181","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","HAQ","Reality is a harsh teacher, but it has shaped me into a woman of conviction. It has taught me to champion the right cause, even at my lowest points. In a world where being a woman feels like a quiet war, our greatest weapons are a sharp mind, a steady income, and an Experience has taught me the value of integrity and courage. We must fight for what is right, even when the path is difficult and the urge to quit is strong. Education and economic independence are non-negotiable; as women, we need a resilient mindset because navigating this world can often feel like a constant battle.reakable spirit.","10","0","0"
"1768461327-182","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Incredible movie","I'm a Muslim & from my perspective it's an incredible movie . This kinds of movies should be created more to raise awareness among the people, who're still under oppression.

Still so many women are oppressed, both in Muslim & non Muslim societies. This kind of stories, I hope , will inspire them to stand for their rights.","10","0","0"
"1768461327-183","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Yami gautam you beauty..","I have rarely seen someone overshadow emraan hashmi in an intense drama .. Yami Gautam has conquered and ruled the movie.. too good and too strong. Emran Hashmi performed perfectly, no complaints to that, he is my favourite but Yami takes my heart with this movie.. she beats my favourite guy in terms of presense .. love you Yami Gautam.","10","0","0"
"1768461327-184","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Loved it..","I'm a Muslim Girl .. Even I'm against Polygamy .. Men and Women should've equal rights .. Why a Man can have four wives .. Just Loved this Movie .. It Was recommended on Youtube so, I watched it today. Polygamy law needs to be reviewed .. I would recommend every Muslim Girl should watch this movie once .. You'll love it ..","10","0","0"
"1768461327-185","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Masterpiece","To all those who love a mix of history drama and real life based movies, this is a masterpiece. Haq is not just a movie but a overwhelming feeling where you experience the real tragedy of a woman facing patriarchy in our society and kudos to Yami Gautam, who made sure every emotion, every tear and every expression is felt.","9","0","0"
