web_scraper_order,web_scraper_start_url,Name,Title,Review,Star,Verified,Date
"1771222437-165","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Er. Dimple Kumar","Tasty and soft","Nice product. tasty and soft. much better than local hard sticks.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 September 2021"
"1771222437-166","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Zanaf","Bad","Not tast","1.0 out of 5 stars","Verified Purchase","Reviewed in India on 7 September 2024"
"1771222437-167","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Abhishek Tandon","Delicious","Delicious and value for money. However, handling and delivery is not good.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 June 2021"
"1771222437-168","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Please try it","Good packaging.
Great taste, reminds me of soya chaap available in Delhi market.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 10 April 2021"
"1771222437-169","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Prachi Jena","Value for money...","Very nicely packed and fresh soya chaps...you cook them according to your favourite curry or kabab...","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 November 2020"
"1771222437-170","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tarvinder Kaur","I've never eaten better than this","Worth every penny . Urbam platter is the best. Every product is worth it.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 13 January 2021"
"1771222437-171","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vipul","Quality is very good","Very nice taste and quality, go for it.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 21 September 2021"
"1771222437-172","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Excellent","Excellent","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 4 August 2022"
"1771222437-173","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rakesh N.","Delhi style chaap","This is exactly like the ones you get in delhi.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 29 May 2021"
"1771222437-174","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","pramilanegi","Note so good","Don't like","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 1 March 2020"
"1771222437-175","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Placeholder","No so good but ok","When I had chaap at my friend's home was very different from what I had it now looks like wheat covered 70% and soya covery only  30 %","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 26 June 2018"
"1771222437-176","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rajeev","Very fresh","Very fresh and soft, there were around 7 pieces were inside can.....","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 17 February 2021"
"1771222437-177","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","DIXITA","Great taste","I made tandoori soya chaap, tasted awesome","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 5 October 2021"
"1771222437-178","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dr. Amit Keshri","Okay product...","Good...","4.0 out of 5 stars","Verified Purchase","Reviewed in India on 20 October 2019"
"1771222437-179","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","akshay awasthi","Item packing!!","Tightly packed!! Taking out the chunks was difficult and due to softness it breaks!!","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 5 August 2020"
"1771222437-180","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yashi","Taste","Too salty","1.0 out of 5 stars","Verified Purchase","Reviewed in India on 8 May 2024"
"1771222437-181","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Moxika nagar","Very nice","Kids like this, and good test","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 20 June 2021"
"1771222437-182","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ruchi","Must give a try","Very soft and delicate taste","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 24 July 2021"
"1771222437-183","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","bhawana","It's awesome","Awesome product. Loved the texture.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 22 July 2021"
"1771222437-184","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sangeeta Karwani","Awesome product","Very nice n fresh, very easy to cook, plz go for it","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 23 June 2020"
"1771222437-185","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ajay Chopra","Amazing","Amazing product which is hard to find","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 18 March 2021"
"1771222437-186","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Basudev Roy","High cost","Price","3.0 out of 5 stars","Verified Purchase","Reviewed in India on 20 April 2019"
"1771222437-187","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ashish Tambe","Very nice product and quality","Very nice product and quality","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 June 2021"
"1771222437-188","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Swati","Good","We all loved it..","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 11 June 2021"
"1771222437-189","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Parul G.","Stop looking elsewhere this is the best chaap","Best soya chap I've bought anywhere so far.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 2 October 2020"
"1771222437-190","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mandeep Sodhi","Must buy. Good product","Delicious, tender, fibrious, juicy... Very nice product","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 22 November 2020"
"1771222437-191","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dhirendra prasad","best product","this is the best soya chaap i have purchased on amazon.soft and juicy","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 7 November 2019"
"1771222437-192","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anuj","WORTH every penny","Awesome very fresh soya chaap , very juicy and soft go for it best quality product , worth buying","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 31 October 2018"
"1771222437-193","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kaajal kaisar","Ekdum Jhakas","Product is too good...packed also nicely...fresh and tasty.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 16 September 2020"
"1771222437-194","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","TejaswiniGadekar","Not good taste","I dint like the taste cud be coz of various preservatives it contains","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 22 July 2019"
"1771222437-195","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dhruv Patel","Soya chap","Good quality","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 28 July 2021"
"1771222437-196","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Aayush Yadav","The can has got fungus inside","","1.0 out of 5 stars","Verified Purchase","Reviewed in India on 18 September 2022"
"1771222437-197","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Naveen","Very good quality. Would recommend","I have been a regular buyer if this. Consuming it for over a year now. Quality is good.","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 3 February 2019"
"1771222437-198","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nav Kumar choubey","Thank you","Fresh product","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 30 June 2021"
"1771222437-199","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Varsha bhasin","Don't but","Did not taste that good","2.0 out of 5 stars","Verified Purchase","Reviewed in India on 22 October 2020"
"1771222437-200","https://www.amazon.in/product-reviews/B07CVD61BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","tanushri  adhikary","Nice product","Nice packaging.... and yummy taste ......","5.0 out of 5 stars","Verified Purchase","Reviewed in India on 1 September 2020"
