web_scraper_order,web_scraper_start_url,Rate,Title,review,helpful,not helpful
"1773141764-414","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","Shah Rukh Khan - The King of Bollywood","This movie has it all. I just came out of the theatre and I'm literally shaking. One this is for sure, Shah Rukh Khan is most definitely the King of Bollywood and it is an indisputable fact. He is the only one who has the guts to question the system in a commercial film. He fears no one, not even the government.

I've witnessed a theatre turn into a stadium after a really long time. No other Bollywood superstar can portray a senior citizen role with so much panache and charisma like him.

This film is perfect with almost no down points. The screenplay is amazing, the direction world class, and the performances are somewhat over the top but it's needed for a massy film.

In short- if you watch it on OTT you'll miss the experience.","2","1"
"1773141764-415","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","We get what we deserve...","A disastrous movie with a complete hotch-potch of a storyline, that cannot be saved with the rugged charm of the SRK and the suave of Nayantara, not to mention the blink and miss roles from many good actors and a couple of witty lines thrown in for good measure. How can this nonsense of a story-telling be praised by the so called critics ? Or are we as doomed to make do with this mediocrity, as the hero warns us sternly about the choices we make ...As Ghalib said we have been making this mistake of cleaning the mirror while the dust has been on our faces all along ; However much we think we are not as foolish as Atlee/SRK et al want us to be, the evidence is overwhelming. Enjoy the ride,... or rather being taken for a ride...","5","8"
"1773141764-416","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","HAIL THE KING SRK!!!","Jawan is Absolutely Madness!! Each and Every frame speaks of the Scale this Mega movie is Mounted on and My Good lord what have you done SHAHH!!! He's The OG king Massu MASSY!! Evry second he comes on Screen D Theatre Erupts with the Palpable Power of his character Dialogue -Vfx- Music everything Fits in And D best Part which stands out for me is the Cinematography

Atlee Anna Has Given his soul and years of hard work to #Jawan and I really want SRK to do another movie with him ASAP!!

Bollywood and Hindi CINEMA isn't Prepared for this MASS MEMORANDUM!!

Get Ready to be blown away with Crazy BGM of Lord Ani which Takes d ambience to a whole different level

PROBABLY THE BEST INTERVAL BLOCK!!

#Jawan is PAN INDIA MONSTER In D Truest Sense!! 4.75/ 5.","0","0"
"1773141764-417","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","Such a horrible atrocity should have never been inflicted on makind","","5","8"
"1773141764-418","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Wonderful movie with great message love the acting of Srk","","0","0"
"1773141764-419","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","3/10","23 films in jawan worst ever","","4","6"
"1773141764-420","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","5/10","Atlee's special Khichdi made out of Atlee's own stale films, by adding the delicious ingredient called S R K.","King Khan's new outing, written and directed by Atlee is about a vigilante and his 6 member women team, taking matters into their own hands to get justice. Ironically, the common guy related to every issue the gang tackles is Kaali Gaikwad. As Kaali retaliates, a ghost from the past is brought back from the dead and how does the goodie gang mete out justice while throw some speeches at the society, forms rest of the story.

Atlee's screenplay is basically mishmash of all his films before and his usual signature move of lifting scenes / plot points from several others. What Jawan has is multiple flashbacks and a story fit in between them which leaves SRK to do the heavy lifting which he does with aplomb. The screenplay gets too repetitive with those flashbacks with one issue after another is tackled and even resolved in unimaginative way, only to be saved by the charismatic lead and well conceived actual sequences.

The emotions look forced throughout the film and not once it feels organic. So rather pointing out the flaws in the writing, I would prefer pointing out why the film was perfect to watch on the big screen. RCE delivers big time with the grand visuals and the fan service done here is near perfect. As much as the screenplay tires you out, SRK doesn't and we get double dose of him. There's a particular chase sequence in the second half which leads upto a special cameo and this whole segment alone makes it a worthy visit to the theater.

Coming to the performances, it's an all out Shah Rukh Khan show. Nayanthara gets an insipid role, she looks stunning on screen but she deserved more. The six member gang, only three of them get a flashback each so in that order, Lehar Khan as Kalki, Sanya Malhotra as Eeram and Priyamani as Lakshmi leave a mark. Among other three, Sanjeeta Bhattacharya as Helena the hacker and Girija Oak as Ishkra the artist get a solid intro shots but later they don't get much to do. Deepika Padukone in a special appearance is passable as again, she doesn't get much to do. Vijay Sethupathi as the main villain brings some humor in the climax but it is a one toned character requiring a one toned performance and in the end, it just feels that he wasn't utilized well.

Anti-establishment stories need much more than overdramatic scenes stemming out of a gruesome death. One wishes, Atlee to have learned better from Shankar. If he had, then he would've been the master by now instead of failing to deliver a credible screenplay. Here's hoping for Atlee to get better with his craft. Original or not, he has it in him to tackle this genre and all he needs is to rely on his script more than the superstar he signs to be the lead.","6","13"
"1773141764-421","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","SRK's fans dream mass movie","I will say honestly SRK is at his top in action movies super massy film with very very excellent bgm the story and plots are on the spot you will enjoy this movie with its vfx and direction made by atlee sir the other actors in the movie performed outstanding specially emotional scenes you will literally cry if you have soft hard but this doesnt give up story of whole film you will be amazed by its plots and how it works in the favour of film so i will recommend each and everyone around the world to watch jawan whatever amount you will spend on ticket will be spended well and you will not regret.","0","0"
"1773141764-422","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","SRK played a unique, starring role","I entered the theatre to watch a big-budget film in which SRK played a unique, starring role. I didn't realise how much more was in store for me. Atlee has not only met but also beyond all expectations, and RCE VFX studio has established a new standard in Indian filmmaking. The movie whizzed through like a light gust of wind despite its 160-minute running duration.

This film will transport you back to the golden age of Bollywood, as it boldly reflected the status quo and exhorted viewers to expect more from those in positions of authority. When speaking to his fans through his work in the third act, SRK almost breaks the fourth wall. Jawan is advising you to demand greatness from your elected leaders, regardless of their affiliations, despite the fact that some may feel this is not what they signed up for and it's too political.

With regard to action, this film has set pieces that might compete with Hollywood, excluding the final Vijay-SRK fight scene, which was a classic Atlee action scene in which no attempt was made to conceal the cable. With its quick cuts, one vehicle chase sequence reminded me of Fast and Furious, while another one reminded me of Taken. Furthermore, a clip from a border battle mission is expertly edited with long shots.

In general, you should view this movie on a big screen.","0","0"
"1773141764-423","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","2/10","EkDum Bakwaas! 👎🏽","The movie is a complete waste of time. However, it's better than Pathaan which I gave 1 out of 10. The last SRK movie that I enjoyed was Chennai Express, since then all his films have been Tatti. I feel sorry for all SRK fans who keep rating his films so high out of loyalty. The only positive in the movie is Vijay Sethupathi, amazing actor who's talent is wasted and deserves a good script. As for SRK, as long as his clueless fans keep supporting every tatti he drops, he will keep making such movies and continue milking the fans who blindly support him. I mean all he has to do is pick a right project/script to showcase his talent that has brought him this far than this nonsense. The real actor in SRK died 2 decades ago, what a shame to see such a talent going to waste. I feel the same about Deepika, she has become a gold digger signing projects with big names to showcase her skin rather than talent. Avoid this film or you'll regret wasting 3hours of you life.","5","10"
"1773141764-424","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","Waste of time and silly story line","This is so far lowest sharuk khan level movie, silly and stupid story line, first 30 mins of the film was good and felt some potential on redirecting indian movies but after that movie story line collapse, eventually sharuk has a father who is identical in look which is super stupid and his mother deepika padukon sentenced to death which has no logic finally when sentencing she collapse and get know she was pregnant, how she was tested was also no logic. Movie was a failure on my point of view, not the actors fault or lack of talent but the story. After all i was disappointed on the movie, overall not a movie to spend your money on.","4","7"
"1773141764-425","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Mind blowing actioner, with a social message","This movie is a roller coaster ride with lot of emotions, classy n massy action, a social message and of course, SRK with a double bonus (people who have seen movie will understand). Script is so powerful that you cannot leave your seat. SRK did a fantastic job, Nayanthara n SRK's chemistry is too sweet and Vijay Setupati is scarry in a lot of scenes. Let me tell you this, I have never cried in any of the action movies nor in any of the emotional drama movies but this one made me cry in many scenes. I have already watched it 9 times, and I still feel the same emotions while watching those scenes everytime.","0","0"
"1773141764-426","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","""JAWAN: Action-packed Thriller""","""Action-packed Thriller! JAWAN, a gripping cinematic experience, immerses viewers in heart-pounding action and suspense. From explosive set pieces to intense combat sequences, the film maintains an electrifying pace throughout. The protagonist's relentless pursuit of justice adds depth to the story, creating an emotional connection with the audience. Stellar performances, coupled with stunning visuals and a pulse-pounding soundtrack, elevate JAWAN to a must-watch thriller. The director's meticulous attention to detail and expertly choreographed action sequences make it a standout in the genre. With every twist and turn, the tension builds, culminating in a climactic showdown that leaves you breathless. JAWAN is a masterclass in delivering high-octane thrills and excitement, making it an instant classic for action aficionados.""","0","0"
"1773141764-427","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","2/10","Waste of time watching this movie","This movie was unwatchable, I wish I hadn't wasted my money and time
SRK was airbrushed for the entire first half of the movie and it looked fake
Songs were below average, story was senseless and there were too many flashbacks, the convicts dancing in jail and then pulling out guns was comical
Most scenes were illogical
Deepika was the only good thing about this film
Nayantara was wasted as she and her track didn't get enough screen time, SRK shouldn't be coming opposite such young actresses he can't pull it off anymore
The older SRK atleast had some funny dialogues
By far the second worst film by SRK the first being Zero.","2","2"
"1773141764-428","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","Best Ever Mass Movie of Bollywood 🔥🔥","Jawan is undoubtedly a best ever Massy Masala entertainment Movie... SRK has proved that he is now the biggest superstar in the history of Indian Cinema.... Story of the movie is so connecting and audience will definitely get emotional at many scenes. Cinematography of movie is outstanding and many action scenes are just marvellous...
Interval block is again the best of hindi Cinema and SRKs massy massy character will remember for many many decades.. His swag is real unmatchable... And Aniruddh's BGM makes all scene 10x effective.. overall it is a multiple time watching movie.

A Must watch, only on Big Screen.","0","0"
"1773141764-429","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","4/10","Aparichit and Wednesday in a big scale","Its just a old typical story packed in a new pack with some big scale actions to fool the modern age people...there is nothing of kinda new .everything is old except some action sequences.

Same social cause, a message at the end, some unnecessarly dragged flop songs and some new age actions...
The movie is high faced and lacks to develop a bond with yhe audience.

This is a typical shahrukh khan movie which have everything in a big scale.

Story:1*
Action:6*
Filmography: 3*
Casting: 6*
Acting: 5*

Overall verdict is still you can afford to miss this movie..there is nothing new here.

If you still miss SRK or a stupid audience then go and watch.","8","21"
"1773141764-430","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Awareness + entertainment 👌","I'm glad to share a more detailed review of the movie:

This film truly left a profound impact on me. It goes beyond being just a movie; it marks the beginning of a new and promising genre in cinema. The storytelling and execution were truly remarkable, showcasing the potential of this genre to inspire and captivate audiences.

In a world where entertainment often takes precedence over substance, we need more content like this to remind us of the possibilities within an ideal society. This movie managed to strike a balance between entertainment and education, making it a perfect blend of both. The way it seamlessly delivered important messages while keeping us engaged was truly commendable.

From start to finish, the film held my attention and left me in awe of the creativity and thoughtfulness that went into its making. The educational aspect of the movie was on point, offering valuable insights that left a lasting impression. It's a testament to the power of cinema to educate and inspire.

In conclusion, this film deserves every bit of praise it's receiving. It's a game-changer, setting the bar high for future films in this genre. I can't wait to see more content like this that not only entertains but also enlightens and encourages us to envision a better world. It's a must-watch, and I highly recommend it to everyone seeking a meaningful cinematic experience. 👌","0","0"
"1773141764-431","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Complete entertainer that will make you want to rewatch it again and again","Watching King Khan on screen is an experience, imagine getting to watch two of him.

Jawan is an outright masala movie, with a very powerful social message.

I don't know why people who look for physics and chemistry lessons in movies go for such mass entertainers. It is not for you. We don't question logic while watching Avengers, in the end, a movie is a fantasy world created to take you away from the real one. Let it be just that.

I would highly recommend Jawan, you will crave multiple watches, trust me.

All the actors have done their best. Vijay Setupati is a worthy antagonist. Deepika and Nayan are amazing and Anirudh's BGM draws you in from the first frame. Please go watch!","0","0"
"1773141764-432","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","A southern sensation with King Khan magic","Superb director, and what a way Atlee sir deliver the story and created a different, never-before-seen avatar of SRK, this is just amazing and breathtaking, with a superb background soundtrack, Anirudh, the magician, crafted the year's song, and SRK played with South Indian flair. A must-see film, with an appearance by Vikram Rathore, the heart and soul of Jawan, together with the women's army. Although the final act may have been better, this is a fantastically enjoyable picture that everyone should see. I'm looking forward to seeing Thalapathy Vijay in Jawan 2 opposite SRK and it is going to be a blockbuster.","0","0"
"1773141764-433","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","2/10","Yea this deserved a 1","I looked at reviews on here and this movie in my opinion deserves a 1/10.

The plot leaves ... everything to be desired.

The cgi and action is just outdated and downright hilarious.

The only reason this movie gets hyped is because of SRK where people have a bias for liking the movie and look to praise it because of the actor.

Thanks for 2 hours of my life I'll never get back.

Really wanted to like it and I tried my best to give it a go but.. man what a let down.

There was a real opportunity to add some nice plot pieces but the whole thing was a disjointed all over the place mess. Definitely not recommended.","6","15"
"1773141764-434","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","3/10","Remix of south indian movies with bad acting by a few.","Remix of south indian movies with bad acting by a few. Actors like Deepika could have learned from Nayanthara on how to act better. Bits and pieces of good music here and there but overall a disaster. Direction not at its best. Saving the grace is great cinematography and vfx. Stunts are superbly directed though the actors don't do justice to choreography or stunt efforts. Locations are awesome but faces in front of them don't justify the money spent. This could have been a good movie but cane out so wrong. Some people are better doing father roles instead of becoming heroes at this age when it reflects in the face above all the makeup.","7","19"
"1773141764-435","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Jawan is great movie ever","SRK is all time best and King of Bollywood. Jawan is one of the best because it's show us through movie social issues, social problems, political problems in India, etc. One of the best thing are action, movie story and song. Thanks Shah rukh Sir Bollywood and Whole world never forgot you. ❤❤❤❤❤❤

When SRK said that he is the last true 'superstar' of Bollywood, I felt that while watching this movie. Do people who don't like SRK watch this and you will love him. Final Word MASTERPIECE meant for cinema experience only.

Atlee much like his master director Shankar who made Hindustani/ Nayak/Aparichit is known to make movies that question the system.

May Allah bless you SRK.","0","0"
"1773141764-436","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","At 57 Srk delivers one of his career best performance","Jawan is directed by atlee who is known for his action movies.. And it does not disappoint its all about action from start till end with srk doing something he wont do 10years back... Overall its a mass masala entertainer south blended with bollywood style... First half is fire.. Its fast paced and the interval sequence is best in recent times.. Second half is descent builds the story nicely... Vijay sir is good but he could have been used better.. Nayantara fits perfectly too her role and does a good job.. Deepika padukone's short bt powerful performance adds to the show... Anirudh's music is ok songs are good not chartbusters but the BGM is top notch... Overall watch it if you want to see srk in all new avatar and love masala movies..its a winner from start to end..","0","0"
"1773141764-437","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Massy movie! Delivered the excellent from SRK.","Excellent work from Atlee & SRK. Every moment comes with a tweast and no chance to blink eyes. Such an amazing experience & a massy entertainer. A massy avatar from the begining to the end made the whole movie a grand. Nicely doen action sequences. Everyone gives his best fro Shah Rukh Khan to Sunil Grover, such spectacular characters the took. It mesmerizes the experience of each audience. Lovely performance form Deepika Padukone. Lastly at the end ""End Credit"" scene was very very special and it give such a interesting hints which is amazing. Sanjay Dutt's special appearance made the ending so beautiful and complete.","0","0"
"1773141764-438","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","5/10","Boring journey of 2.5 hr","There is nothing new the Bollywood has to put up in their movies ...There is lot of action but yet the movie is boring ...An emotional content of anti corruption is bought in multiple ways to cover up the non sense that runs on the screen for too long .Somewhere even Srk fades while speaking the dialogues himself ...An element of over acting is displayed by double role of Sek .Female actors steal the show by good element of acting. When SRK is killing villains no one can make out who is being killed .. It needs improvisation over action and dialogues of Srk .overall at end u wait everyone is killed and you go home soon .","3","5"
"1773141764-439","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","JAWAN","OMG....................
I have never rated or shared my reviews on any of the movies till date , but here iam today to really appreciate JAWAN 🛐 It's sooo freaking good , I mean each and every second had me on the edge of the seat and to talk about SRK , goddddd so handsome and cool . The content is soooo strong and sooo good got tears , I am on my knees to the movie team and specially Shahrukh Khan sir 🛐 this is that movie which I was waiting for 🙌 it's really worth watching IAM sure ull not regret guyssss just go watch it
The person who's not a great fan of SRK will now start stanning him for sure 😅💜

Just loved it 🙌","0","0"
"1773141764-440","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","3/10","It's a HIT right, right ?. Boring is an understatement","Not Sure what Atlee and SRK wanted to make but this movie is such a waste of time. Just watched it on Netflix after toying the idea of watching it for over a month or so. Damn, why did I do it. Not even a single goosebumps' moment, given it is directed by a south director with shah rukh khan at the helm. The whole train hijacking intro is no less than a joke and illogical, borderline comical to be precise. Not one gripping moment and the promise of thrill is completely missed.

SRK: No doubt SRK is the only saving grace of this movie but even his aura and charm was wasted with a lackluster screenplay.

Nayanatara: easily forgettable character. Zero impact.

Screenplay and writing is the weakest of all. The way scenes change without logic makes it boring to say the least.

Big fan of SRK but both his movies this year, pathaan and Jawan are one of the lowest points in his filmography but I guess it's a hit right ?, right ?","3","5"
"1773141764-441","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","SRK's entries were totally justified.","Awesome movie. Had some punch lines. Comedy wasn't forced. Really good plot twists. Songs were also nice and did not feel coming out of nowhere. The movie had really nice intentions. Never felt slow and kept on the seat. Had some of the best action sequences for a Bollywood film. Did not have pointless and stretched romance. The film has a really nice story. The characters were also given enough introduction, and it never felt long. Also had a lot of emotional experience, which made me cry twice in the theatre. Mind blowing cinematography and direction was done by Atlee. Never felt more good while watching a movie.","0","0"
"1773141764-442","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Blockbuster And Entertaining. (Non-spoiler)","""Jawan"" Is an entertaining ride that tells a spectacular story of a soldier. The movie has lots of action and a good story that keeps you interested all the way through. What makes ""Jawan"" stand out
You guessed it right. It's Mr. Shah Rukh Khan.

Shah Rukh Khan is spectacular🔥

This film is a perfect blend of stylish and intense action and emotional moments. It's like a rollercoaster of emotions with explosions and heroism sprinkled in.

Jawan also benefits from a captivating soundtrack that enhances the emotional impact of key scenes. The music by Anirudh leaves a lasting impression and all the songs are enjoyable.

Atlee did what he does best, creates another entertaining blockbuster.

If you really want to have a good time and a cinematic thrilling ride, then Jawan is the blockbuster you've been waiting for!

Don't miss it!","0","0"
"1773141764-443","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Strong social message:","","0","0"
"1773141764-444","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","Unbearable","The movie became unbearable within 30 minutes due to over-the-top acting, a poor script, and screenplay. It's another disappointment after Pathan. While it might be a blockbuster, trust me, it's a complete waste of time. Surprised by the excessive hype an Oscar nomination discussions. This is easily one of the worst movies of the year showcasing filmmaking at its lowest with a lack of creativity. What is happening with Bollywood?

Pls opt for OTT platforms and shortlist content to watch; don't waste your precious time on such movies. SRK forgot audiences who liked his movies like Chakde, Swades, Dear Zindagi etc for commercial success and money-making business.","3","6"
"1773141764-445","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","It's not just film it's also protest","This movie is a masterpiece. It's not just a film; it's a protest. The movie beautifully portrays the extent of societal corruption. It speaks for the common people, every story in this movie is true. It's a movie crafted from real-life stories. I haven't seen such a movie in Bollywood before. Seeing Shah Rukh Khan in such a role is truly extraordinary. The film depicts the sufferings and injustices faced by oppressed people in society brilliantly. Everyone should watch this movie, especially politicians.""

Shah Rukh Khan has worked hard even at an older age. The acting of every character here is fantastic. It doesn't just offer a movie; it speaks for the oppressed people in society. It delivers a message on how one individual can lead the country's politics in the right direction if desired. Bollywood should produce more movies like this. There was no flaw in the movie; it's the best I've seen. The movie's BGM, attitude, and action, everything was outstanding.","0","0"
"1773141764-446","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","2/10","Disappointing !","It's a mismash of several Bollywood Tollywood flicks of the 70s 80s 90s. A little bit of sholay, a pinch of Aakhri Raasta, an entire flashback copied from dharti putra, and the basic theme of Kamla Hasan's Hindustani. The final product is bad. Atlee has had no control over the direction here. But Shahrukh shines and so does Deepika in her cameo appearance. The music is shockingly disappointing.

Well we aren't actually known for being originals but then how much it copy paste can one indulge into ? And there are so many characters that it's difficult to give enough or equal footage. The characterisation is so bad.","5","14"
"1773141764-447","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","KING for a reason!","","3","3"
"1773141764-448","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Best movie ever","Might be the best movie that we ever see in our lifetime. I've always liked SRK movies but this something on anither level. The level of excitement that the movie hits you with is something eifferent. The cast is too good and acts according to their standards. Srk punches above his own levels. This is a great movie. Full of action that we may never see to be replecated. A man is driven by a personal vendetta to rectify the wrongs in society, while keeping a promise made years ago. He comes up against a monstrous outlaw with no fear, who has caused extreme suffering to many. Do go to the stadium to watch.","4","6"
"1773141764-449","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Standard has been set for Hindi Cinema","Standard has been set for hindi Cinema.....
Entertainment is written in every frame of this movie..... Well directed well actated full of emotions and a little pinch of Comedy with full of high octane action.

This is what happen when a mass South director meets with Red chillies technology.

If you have money then go buy the tickets and enjoy.......

This is the movie you have to watch in theatres with your family.........

If you're fan of SRK or not....... doesn't matter if you want entertainment for you and your family then go to the theatre and enjoy the every moments of this film........","3","4"
"1773141764-450","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","Bad bad bad","Bad acting , bad storyline .. this movie has a lot of potential but they messed it up . We know it's a rip off of money heist . That's cool , but why make every scene so predictable .. what I liked about money heist is that you can't tell what's going to happen . This movie is just the opposite , it was so boring and cringy .

Come on Bollywood stop making these cliche film . Why was the focus mostly on SRK and not the storyline and the other characters ? It's like a movie trying to promote SRK and he's a good actor but in this movie the overacting is killing me .

2/10 if I'm being honest ........","2","3"
"1773141764-451","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","All about jawan","One of the best movie I have ever seen. Dialogue delivery, songs, bgm, action sequences, story, vfx, choreography etc are on top notch. Srk sir once again you proved why you are king 👑, Vijay sir's excellent performance, nayanthara mam's awesome performance and special appearance of Deepika stole the show. Sunil, Sanya, girija, ridhi, leher, sanjeet you all also did a great job 👍.

Everyone should go to theatre and must watch this movie. This movie also provides a special message. People are dancing, clapping, singing in the theatre. Whole theatre is turned into stadium.

Paisa vasool hogaya .","3","4"
"1773141764-452","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","3/10","""The Script, Stolen from the Junkyard""","","2","3"
"1773141764-453","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","LONG LIVE THE KING KHAN","","2","2"
"1773141764-454","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Paisa vassol","DROP everything you are doing & rush to a theatre near you NOW!!!

It's MASS MASS MASS with a lot of CLASS !!💥💥💥💥
Jawan is an emotion, is an experience...it hit me like a hurricane in the theatre- whistles and claps all around. @iamsrk is the BOMB... 💣 💣💣 Mega Stardom, lit every frame he was in, 🔥🔥 attitude ka baap, Action, emotion, romance, dialogue delivery- aur kuch baki hai kya ?? @Atlee_dir take a bow, what an extraordinary film you have made... Many Congratulations on this Mega Blockbuster..💥💥. Special Whistles for @anirudhofficial - you made the theatre dance in every frame. Brilliant Jawan.","2","2"
"1773141764-455","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","8/10","Something new and Griping","Finally Bollywood has tried something new, who else but the king of Bollywood Shah Rukh Khan. A very well made movie with a decent story, and Shahrukh looks amazing and all his looks have suited him well. The VFX of the movie are awesome and at Hollywood level, the opening scene of the movie was worth every penny a scene which gives you goosebumps. Good surprises included too, was griping, funny and kept us entertained throughout. All the characters have suited their role well to and Vijay Sethupathi was amazing as well. Some of the songs could have been avoided but the story and action scenes were great.","2","2"
"1773141764-456","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","A Disappointing Misfire: Jawan Fails to Deliver on Its Promises","Anticipation for Shah Rukh Khan's latest action-thriller, Jawan, was high, given the superstar's immense popularity and the film's grand scale. However, the film falls far extremely short of expectations, delivering a convoluted & boring plot, uninspired action sequences, and lackluster performances.

The story revolves around Jawan (Khan), a soldier with a rare condition that causes him to experience a constant feeling of loss. When his family is threatened, he embarks on a mission to save them, encountering a host of adversaries along the way.

The film's premise has potential, but the execution is woefully inadequate and to some extent pathetic. The plot is convoluted and meandering, with numerous subplots that fail to connect or add depth to the narrative. The action sequences, while plentiful, lack originality and fail to generate any excitement.

Shah Rukh Khan, despite his star power, struggles to carry the film. His performance feels subdued and lacking in the charisma that has made him a Bollywood icon. The supporting cast, including Nayanthara and Vijay Sethupathi, is equally underwhelming, with their characters poorly developed and lacking in substance.

The film's technical aspects are equally disappointing. The cinematography is uninspired, failing to capture the grandeur and scale that the story demands. The editing is choppy and inconsistent, disrupting the flow of the narrative. The background score is forgettable, failing to add any emotional resonance to the film's scenes.

Overall, Jawan is a disappointing misfire that fails to live up to its potential. The convoluted plot, uninspired action sequences, and lackluster performances make it a tedious and forgettable experience. Shah Rukh Khan fans may find some solace in seeing their favorite star on screen, but even they will likely be disappointed by the film's shortcomings.","2","3"
"1773141764-457","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","Srk's role as his father Killed it 🙌","The movie gives lot of good social messages. The action scenes, Srk's bald look ,moustache look everything is great. But turning point of the movie is when Srk playing as dad comes. Uff what look , what style , what grace , what action. How Sexy he has looked smoking that cigar with that daku wala belt . Just loved the movie more since then. After a long time from Srk. Pathan was okay okay but Jawan just killed. Now hoping for Dunki to do well too .Srk should now Collab with Rajamouli sir for more action movies with a good story. Srk has reinvented himself with his acting skills too. His emotions , villian role , laughter, comedy all were Bang on. On the other hand theother actors werealsodamn good. All the girls , Vijay sethupati sir was good as always . All together a nice one to watch with your family.","2","2"
"1773141764-458","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","1/10","Cringe, Nonsense, illogical","","2","3"
"1773141764-459","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","10/10","A Masterpiece delivering a Strong Message!!!","A Great Movie with a good screen time.....Keeps you enganged for the whole time......Delivering a strong message......Quite suspensful and realistic as compared to other mass movies.....The story was too great although rumoured to be an adapted version of two movies i.e. 'Thaai Naadu' and 'Arrambam'. Some people are also calling the Masterpiece as ""Sasta Money Heist"" but that's not the case....... A must watch......The performances of all the actors was phenomenal...Moreover the performance given by Priyamani was better than fantastic.....I am not a very big fan of tollywood but when it comes to Priyamani she does the best in all the movies........
Overall a epic mass movie.....","2","2"
"1773141764-460","https://www.imdb.com/title/tt15354916/reviews/?ref_=tt_ururv_genai_sm","9/10","Celebrate jawan","I think movie like this never made in indian history.

Sharukh khan just stole my heart. Everything was perfect. Music was so much awesome that I feel to go and watch over and over again. The cameo and climax disappointed little bit. But this is my favorite movie now. The action scenes are very good
The movie has everything this fun, emotion, politics.

It has a great social message for us indians .

I think these types of movie must be made in indian cinema. The combination of North and South made this movie so much indian type. I am telling again the background music of the movie is sublime.

I prefer every indian to watch this movie.","2","2"
